,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
913,Min skyld - En historie om frigjøring,"First published August 1, 2021",Abid Raja,Nonfiction,4.29,"3,799 ratings","240 pages, Hardcover",42,,112 people are currently reading,"1,236 people want to read"
914,Ireland and the Magdalene Laundries: A Campaign for Justice,"First published September 9, 2021",Claire McGettrick,History,4.52,25 ratings,"304 pages, Hardcover",43,,22 people are currently reading,228 people want to read
915,Mistlefoe,"First published December 25, 2021",Kimberly Lemming,Fantasy,3.99,"9,314 ratings","60 pages, Kindle Edition",44,,303 people are currently reading,"6,637 people want to read"
916,The Housemaid,"First published May 25, 2021",Sarah A. Denzil,Audiobook,3.60,"21,539 ratings","296 pages, Kindle Edition",45,,"2,725 people are currently reading",13.1k people want to read
917,Calculated,"First published February 11, 2021",Nova McBee,Young Adult,4.28,848 ratings,"380 pages, Kindle Edition",46,,148 people are currently reading,"2,514 people want to read"
918,Lost and Bound,"First published June 2, 2021",Eliot Grayson,M M Romance,4.14,"2,694 ratings","268 pages, Kindle Edition",47,,196 people are currently reading,935 people want to read
919,Silverview,"First published October 12, 2021",John Le Carré,Fiction,3.66,"21,181 ratings","224 pages, Hardcover",48,,"2,456 people are currently reading",10.2k people want to read
920,Grave Mistake,"First published May 30, 2021",Eliza Lentzski,Lesbian,4.53,759 ratings,"280 pages, Kindle Edition",49,,74 people are currently reading,185 people want to read
921,Sargasso,"First published February 1, 2021",Kathy George,Gothic,3.72,378 ratings,"351 pages, Kindle Edition",50,,21 people are currently reading,483 people want to read
922,She Never Told Me About the Ocean,"First published March 2, 2021",Elisabeth Sharp McKetta,Fiction,4.37,110 ratings,"285 pages, Paperback",51,,17 people are currently reading,"2,039 people want to read"
923,Heart Smart,"First published March 4, 2021",Emma Lee Jayne,Romance,4.04,"2,455 ratings","286 pages, Kindle Edition",52,,218 people are currently reading,"2,504 people want to read"
924,The Coldest Case,"First published August 3, 2021",Martin Walker,Mystery,4.11,"5,565 ratings","368 pages, Hardcover",53,,590 people are currently reading,"4,068 people want to read"
925,Doom: The Politics of Catastrophe,"First published May 4, 2021",Niall Ferguson,History,3.65,"1,947 ratings","496 pages, Hardcover",54,,716 people are currently reading,"5,160 people want to read"
926,The Book of Form and Emptiness,"First published September 21, 2021",Ruth Ozeki,Fiction,4.02,"34,704 ratings","548 pages, Hardcover",55,,"4,406 people are currently reading",67.2k people want to read
927,Violent Heart,"First published April 1, 2021",Candace Wondrak,Reverse Harem,4.06,"3,240 ratings","379 pages, Kindle Edition",56,,458 people are currently reading,"2,041 people want to read"
928,Sentient: How Animals Illuminate the Wonder of Our Human Senses,"First published June 24, 2021",Jackie Higgins,Nonfiction,4.20,"1,160 ratings","320 pages, Hardcover",57,,258 people are currently reading,"6,148 people want to read"
929,The End of the World is a Cul de Sac,"First published April 8, 2021",Louise Kennedy,Short Stories,3.73,"2,815 ratings","304 pages, Hardcover",58,,468 people are currently reading,15.6k people want to read
930,The 2000s Made Me Gay: Essays on Pop Culture,"First published June 1, 2021",Grace Perry,Nonfiction,3.84,"4,234 ratings","256 pages, Paperback",59,,281 people are currently reading,12.1k people want to read
931,Sherlock Holmes & The Three Winter Terrors,"First published October 12, 2021",James Lovegrove,Mystery,4.01,"1,585 ratings","320 pages, Kindle Edition",61,,122 people are currently reading,"1,089 people want to read"
932,The Funny Thing about Norman Foreman,"First published January 5, 2021",Julietta Henderson,Fiction,4.19,"9,510 ratings","311 pages, Hardcover",62,,478 people are currently reading,10.1k people want to read
933,Hitting the Wall,"First published February 12, 2021",Cate C. Wells,Romance,3.94,"5,432 ratings","437 pages, Kindle Edition",63,,851 people are currently reading,"2,924 people want to read"
934,Big Panda and Tiny Dragon,"First published October 10, 2021",James Norbury,Fiction,4.40,"17,874 ratings","160 pages, Hardcover",64,,399 people are currently reading,21.1k people want to read
935,Send for Me,"First published February 1, 2021",Lauren Fox,Historical Fiction,3.43,"18,924 ratings","272 pages, Hardcover",65,,"2,619 people are currently reading",34.3k people want to read
936,Incense and Sensibility,"First published July 6, 2021",Sonali Dev,Romance,3.73,"8,321 ratings","400 pages, Paperback",66,,368 people are currently reading,17k people want to read
937,Somebody's Voice,"First published June 22, 2021",Ramsey Campbell,Horror,3.39,66 ratings,"352 pages, Hardcover",67,,7 people are currently reading,148 people want to read
938,The Burning Blue: The Untold Story of Christa McAuliffe and NASA's Challenger Disaster,"First published June 8, 2021",Kevin Cook,Nonfiction,4.27,"1,029 ratings","288 pages, Hardcover",68,,98 people are currently reading,"3,162 people want to read"
939,Unmasked: Inside Antifa's Radical Plan to Destroy Democracy,"First published February 2, 2021",Andy Ngo,Politics,4.17,"2,682 ratings","320 pages, Hardcover",69,,"1,095 people are currently reading","3,752 people want to read"
940,Dragon Misfit,"First published June 22, 2021",Eve Langlais,Dragons,4.20,307 ratings,"190 pages, Kindle Edition",70,,49 people are currently reading,252 people want to read
941,Come Join Our Disease,"First published March 16, 2021",Sam Byers,Fiction,3.04,484 ratings,"368 pages, Kindle Edition",71,,22 people are currently reading,"1,876 people want to read"
942,The Bone Maker,"First published March 9, 2021",Sarah Beth Durst,Fantasy,3.85,"3,172 ratings","478 pages, Paperback",72,,219 people are currently reading,15.7k people want to read
943,Defy the Night,"First published September 14, 2021",Brigid Kemmerer,Fantasy,4.12,"63,077 ratings","448 pages, Paperback",73,,"2,704 people are currently reading",182k people want to read
944,Breaking Badger,"Published August 31, 2021",Shelly Laurenston,Romance,4.41,"6,603 ratings","378 pages, ebook",74,,539 people are currently reading,"6,397 people want to read"
945,Alexandria: The Quest for the Lost City,"First published May 6, 2021",Edmund Richardson,History,3.81,930 ratings,"304 pages, Paperback",75,,183 people are currently reading,"6,205 people want to read"
946,Asterix and the Griffin,"First published October 21, 2021",Jean-Yves Ferri,Bande Dessinée,3.69,"3,371 ratings","48 pages, Hardcover",77,,51 people are currently reading,"2,033 people want to read"
947,Walking Through Fire: A Memoir of Loss and Redemption,"First published January 1, 2021",Vaneetha Rendall Risner,Christian,4.58,582 ratings,"256 pages, Paperback",78,,50 people are currently reading,"2,948 people want to read"
948,My Monticello,"First published October 5, 2021",Jocelyn Nicole Johnson,Short Stories,3.90,"9,488 ratings","8 pages, Audiobook",79,,918 people are currently reading,31.7k people want to read
949,As Dawn Breaks,"First published November 1, 2021",Kate Breslin,Historical Fiction,4.28,874 ratings,"384 pages, Paperback",80,,60 people are currently reading,"2,861 people want to read"
950,The Last Guests,"First published July 28, 2021",J.P. Pomare,Thriller,3.67,"4,304 ratings","336 pages, Paperback",81,,131 people are currently reading,"5,006 people want to read"
951,Coffeeland: One Man's Dark Empire and the Making of Our Favorite Drug,"First published October 5, 2021",Augustine Sedgewick,Nonfiction,3.58,"1,511 ratings","448 pages, Hardcover",82,,368 people are currently reading,"6,273 people want to read"
952,The Cruelest Mercy,"First published June 15, 2021",Natalie Mae,Fantasy,4.03,"3,365 ratings","384 pages, Hardcover",83,,102 people are currently reading,"8,970 people want to read"
953,Under Pressure,"First published March 9, 2021",Allie Winters,Romance,3.87,991 ratings,"294 pages, Kindle Edition",84,,162 people are currently reading,924 people want to read
954,Drifter: Stories,"First published June 15, 2021",David Leo Rice,Horror,4.46,37 ratings,"469 pages, Kindle Edition",85,,5 people are currently reading,105 people want to read
955,Just as I Am,"First published January 26, 2021",Cicely Tyson,,4.51,"10,796 ratings","432 pages, Hardcover",86,,"2,328 people are currently reading",23.1k people want to read
956,"Bright Lights, Prairie Dust: Reflections on Life, Loss, and Love from Little House's Ma","First published November 16, 2021",Karen Grassle,Memoir,3.34,"1,266 ratings","349 pages, Paperback",87,,217 people are currently reading,"2,841 people want to read"
957,"Prey: Immigration, Islam, and the Erosion of Women's Rights","First published February 1, 2021",Ayaan Hirsi Ali,Nonfiction,4.12,"1,154 ratings","352 pages, ebook",88,,263 people are currently reading,"4,535 people want to read"
958,Killer Research,"First published November 2, 2021",Jenn McKinlay,Mystery,4.15,"3,096 ratings","280 pages, Hardcover",89,,90 people are currently reading,"1,624 people want to read"
959,Lords of Wrath,"First published June 11, 2021",Angel Lawson,Reverse Harem,4.17,"30,332 ratings","422 pages, Kindle Edition",90,,"4,574 people are currently reading",14.5k people want to read
960,A Radical Act of Free Magic,"First published July 20, 2021",H.G. Parry,Fantasy,4.35,"1,368 ratings","464 pages, Hardcover",91,,128 people are currently reading,"4,041 people want to read"
961,"Why We Cook : Women on Food, Identity, and Connection","First published March 2, 2021",Lindsay Gardner,Food,4.07,267 ratings,"240 pages, Hardcover",92,,53 people are currently reading,768 people want to read
962,The Casanova,"First published August 26, 2021",T.L. Swan,Romance,4.32,"98,479 ratings","507 pages, Kindle Edition",93,,"9,006 people are currently reading",48.1k people want to read
963,The Fallen,"First published July 13, 2021",Ada Hoffmann,Science Fiction,3.84,599 ratings,"344 pages, Paperback",95,,73 people are currently reading,"1,039 people want to read"
964,A Distant Shore,"First published April 27, 2021",Karen Kingsbury,Christian Fiction,4.29,"8,400 ratings","374 pages, Hardcover",96,,"1,690 people are currently reading","8,049 people want to read"
965,Clark and Division,"First published August 3, 2021",Naomi Hirahara,Historical Fiction,3.62,"9,335 ratings","305 pages, Hardcover",97,,709 people are currently reading,21.9k people want to read
966,First Blood,"First published January 1, 2021",Eliot Grayson,Vampires,3.99,"2,274 ratings","122 pages, Kindle Edition",98,,246 people are currently reading,646 people want to read
967,Lizzie & Dante,"First published June 1, 2021",Mary Bly,Romance,3.73,"4,721 ratings","320 pages, Hardcover",99,,284 people are currently reading,16.6k people want to read
968,The Blood is Love,"First published July 1, 2021",Karina Halle,Vampires,3.95,"4,832 ratings","316 pages, Kindle Edition",100,,741 people are currently reading,"5,307 people want to read"
969,The Hollywood Spiral,"First published June 15, 2021",Paul Neilan,Science Fiction,3.12,220 ratings,"288 pages, Hardcover",1,,27 people are currently reading,"1,982 people want to read"
970,Make Your Art No Matter What: Moving Beyond Creative Hurdles,"First published January 1, 2021",Beth Pickens,Art,3.89,"1,060 ratings","208 pages, Paperback",2,,383 people are currently reading,"5,237 people want to read"
971,Empireland: How Imperialism has Shaped Modern Britain,"First published January 28, 2021",Sathnam Sanghera,Nonfiction,4.09,"7,566 ratings","306 pages, Hardcover",3,,"1,213 people are currently reading",19.9k people want to read
972,The Speckled Beauty: A Dog and His People,"First published September 21, 2021",Rick Bragg,Nonfiction,4.44,"5,272 ratings","256 pages, Hardcover",4,,577 people are currently reading,"6,671 people want to read"
973,Missing Lynx,"First published March 31, 2021",Eve Langlais,Paranormal,4.20,430 ratings,"154 pages, Kindle Edition",5,,105 people are currently reading,312 people want to read
974,Wreckless,"First published May 25, 2021",Katie Golding,Romance,3.76,128 ratings,"368 pages, Mass Market Paperback",6,,43 people are currently reading,675 people want to read
975,The Whiteness of Wealth: How the Tax System Impoverishes Black Americans—And How We Can Fix It,"First published March 23, 2021",Dorothy A. Brown,Nonfiction,4.27,"1,742 ratings",Audible Audio,7,,428 people are currently reading,11.6k people want to read
976,Looking for the Good War: American Amnesia and the Violent Pursuit of Happiness,"First published November 30, 2021",Elizabeth D. Samet,History,3.59,723 ratings,"354 pages, Hardcover",8,,214 people are currently reading,"2,438 people want to read"
977,Wyn,"First published October 1, 2021",Lily Mayne,Fantasy,4.39,"8,163 ratings","157 pages, Kindle Edition",9,,434 people are currently reading,"2,727 people want to read"
978,Keep Sharp: Build a Better Brain at Any Age,"First published January 5, 2021",Sanjay Gupta,Nonfiction,4.08,"11,474 ratings","336 pages, Hardcover",10,,"5,765 people are currently reading",15.6k people want to read
