,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
972,What Africa Did To Papa in Climax Magazine,"Published January 1, 1962",Ernest Hemingway,,0.00,0 ratings,Paperback,4,,,
973,"The Snows Of Kilimanjaro, First Appearance, in Esquire Magazine","Published January 1, 1936",Ernest Hemingway,,0.00,0 ratings,Paperback,5,,,
974,Retreat: A Story From Spain in Lilliput Magazine,"Published January 1, 1939",Ernest Hemingway,,0.00,0 ratings,Paperback,6,,,
975,"Report from Spain in The New Republic Magazine, April 27, 1938","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,7,,,
976,"Der Gute Lowe / The Good Lion in Perspektiven, Heft 11, Fruhjahr 1955","Published January 1, 1955",Ernest Hemingway,,0.00,0 ratings,Paperback,8,,,
977,HOMBRES SIN MUJERES - Hemingway (Colección Mejores Cuentos),"Published October 20, 2023",Ernest Hemingway,,0.00,0 ratings,"155 pages, Kindle Edition",9,Spanish; Castilian,,
978,"The Clark's Fork Valley, Wyoming in The World In Vogue","Published January 1, 1963",Ernest Hemingway,,0.00,0 ratings,Hardcover,10,,,
979,"Marlin Off The Morro: A Cuban Letter in Esquire Magazine, Volume I, No. I","Published January 1, 1933",Ernest Hemingway,,0.00,0 ratings,Paperback,11,,,
980,"The Old Man And The Sea in Life Magazine, First Appearance","Published January 1, 1952",Ernest Hemingway,,0.00,0 ratings,Paperback,12,,,
981,The Good Lion / The Faithful Bull in Holiday Magazine,"Published January 1, 1951",Ernest Hemingway,,0.00,0 ratings,Paperback,13,,,
982,How We Came To Paris in Collier's Weekly Magazine,"Published January 1, 1944",Ernest Hemingway,,0.00,0 ratings,Paperback,14,,,
983,The Shot in True The Man's Magazine,"Published January 1, 1951",Ernest Hemingway,,0.00,0 ratings,Paperback,15,,,
984,"The Sun Also Rises and other stories: The classic novel, and fourteen of Hemingway's best known short stories","Published August 24, 2023",Ernest Hemingway,,0.00,0 ratings,"390 pages, Kindle Edition",16,,,
985,Contos de Ernest Hemingway Volume 2,"Published January 1, 1997",Ernest Hemingway,,0.00,0 ratings,"319 pages, Paperback",17,,,
986,After The Storm in Cosmopolitan Magazine,"Published January 1, 1932",Ernest Hemingway,,0.00,0 ratings,Paperback,18,,,
987,L'Adieu aux Armes,"Published January 1, 1948",Ernest Hemingway,,0.00,0 ratings,Hardcover,19,,,
988,The old man and the sea. Illustrated by Daniel Schwartz. A limited edition,"Published January 1, 1975",Ernest Hemingway,,0.00,0 ratings,Hardcover,20,,,
989,Scribner's Magazine: December 1930,"Published January 1, 1930",Ernest Hemingway,,0.00,0 ratings,Paperback,21,,,
990,The Old Man and the Sea.,"Published January 1, 1990",Ernest Hemingway,,0.00,0 ratings,Hardcover,22,,,
991,Happy Is The Dream in Look Magazine,"Published January 1, 1955",Ernest Hemingway,,0.00,0 ratings,Paperback,23,,,
992,Notes On The Next War / Ernest Hemingway Who Hates War But Likes Fights in Scholastic: The American High School Weekly,"Published January 1, 1935",Ernest Hemingway,,0.00,0 ratings,Paperback,24,,,
993,Il vecchio e il mare.,"Published January 1, 1961",Ernest Hemingway,,0.00,0 ratings,Unknown Binding,25,,,
994,The Green Hills of Africa,"Published September 6, 2023",Ernest Hemingway,,0.00,0 ratings,"208 pages, Kindle Edition",26,,,
995,Original interview in The Writer Observed,"Published January 1, 1956",Ernest Hemingway,,0.00,0 ratings,Hardcover,27,,,
996,Scrittori del mondo. I Nobel. Ernest HEMINGWAY.,"Published January 1, 1954",Ernest Hemingway,,0.00,0 ratings,Leather Bound,29,,,
997,"Green Hills of Africa, annotated: African safari between nature and introspection","Published August 25, 2023",Ernest Hemingway,,0.00,0 ratings,"177 pages, Kindle Edition",30,,,
998,The Sun Also Rises (Annotated): Original Text with Additional Biographical Chapter and Photographs,"Published September 20, 2023",Ernest Hemingway,,0.00,0 ratings,"366 pages, Paperback",1,English,,
999,A Farewell to Arms & For Whom the Bell Tolls: World War 1&2 Novels,"Published December 21, 2023",Ernest Hemingway,,0.00,0 ratings,"902 pages, Kindle Edition",2,,,
1000,A Divine Gesture,"Published January 1, 1974",Ernest Hemingway,,0.00,0 ratings,Paperback,4,,,
1001,"Ken: The Insider's World (Magazine) Vol. 1 No. 6, June 16, 1938","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,5,,,
1002,"Green Hills of Africa by Hemingway, Ernest","Published January 1, 1954",Ernest Hemingway,,0.00,0 ratings,"294 pages, Hardcover",6,,,
1003,"Obras selectas, tomo II: Cuentos, reportajes, miscelánea","Published January 1, 1969",Ernest Hemingway,,0.00,0 ratings,Paperback,10,,,
1004,livro the first forty nine stories ernest hemingway 2004,"Published January 1, 1900",Ernest Hemingway,,0.00,0 ratings,Paperback,11,,,
1005,THE PORTABLE HEMINGWAY,"Published January 1, 1944",Ernest Hemingway,,0.00,0 ratings,Hardcover,12,,,
1006,Chi ha e chi non ha,"Published January 1, 1945",Ernest Hemingway,,0.00,0 ratings,Paperback,13,,,
1007,En nuestro tiempo,"Published November 4, 2023",Ernest Hemingway,,0.00,0 ratings,"146 pages, Kindle Edition",14,Spanish; Castilian,,
1008,Ernest Hemingway:Collection Of Novels : The Sun Also Rises Book 1-3/ For Whom the Bell Tolls/ A Farewell to Arms 1-5/ The Old Man And The Sea,"Published November 2, 2023",Ernest Hemingway,,0.00,0 ratings,"774 pages, Leather Bound",15,English,,
1009,HOMBRES SIN MUJERES - Hemingway (Colección Mejores Cuentos),"Published October 20, 2023",Ernest Hemingway,,0.00,0 ratings,"155 pages, Kindle Edition",16,Spanish; Castilian,,
1010,The Sun Also Rises [Annotated],"Published October 29, 2023",Ernest Hemingway,,0.00,0 ratings,"314 pages, Kindle Edition",17,,,
1011,"Life Magazine, Hemingway Memorial Issue","Published January 1, 1961",Ernest Hemingway,,0.00,0 ratings,Paperback,19,,,
1012,Three Stories & Ten Poems,"Published October 27, 2023",Ernest Hemingway,,0.00,0 ratings,"47 pages, Paperback",20,English,,
1013,AL OTRO LADO DEL RIO Y ENTRE LOS ARBOLES,"Published January 1, 1976",Ernest Hemingway,,0.00,0 ratings,Hardcover,22,,,
1014,Men Without Women: No women No cry,"Published October 24, 2023",Ernest Hemingway,,0.00,0 ratings,"116 pages, Paperback",23,English,,
1015,"Report from Spain in The New Republic Magazine, June 8, 1938","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,24,,,
1016,London Fights The Robots in Collier's Weekly Magazine,"Published January 1, 1944",Ernest Hemingway,,0.00,0 ratings,Paperback,25,,,
1017,What Africa Did To Papa in Climax Magazine,"Published January 1, 1962",Ernest Hemingway,,0.00,0 ratings,Paperback,26,,,
1018,"The Snows Of Kilimanjaro, First Appearance, in Esquire Magazine","Published January 1, 1936",Ernest Hemingway,,0.00,0 ratings,Paperback,27,,,
1019,Retreat: A Story From Spain in Lilliput Magazine,"Published January 1, 1939",Ernest Hemingway,,0.00,0 ratings,Paperback,28,,,
1020,"Report from Spain in The New Republic Magazine, April 27, 1938","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,29,,,
1021,"Der Gute Lowe / The Good Lion in Perspektiven, Heft 11, Fruhjahr 1955","Published January 1, 1955",Ernest Hemingway,,0.00,0 ratings,Paperback,30,,,
1022,The Sun Also Rises - MP3 CD in CD jacket,"Published January 1, 2021",Ernest Hemingway,,0.00,0 ratings,MP3 CD,1,,,
1023,永别了，武器 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,2,,,
1024,有钱人和没钱人 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"212 pages, Kindle Edition",3,,,
1025,La quinta columna y cuatro historias sobre la Guerra Civil Española,"Published January 1, 1972",Ernest Hemingway,,0.00,0 ratings,Paperback,4,,,
1026,太阳照常升起 (译文经典),"Published June 1, 2020",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,5,,,
1027,丧钟为谁而鸣 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"513 pages, Kindle Edition",6,,,
1028,Three Stories and Ten Poems: Historical Romance Novel and Classic Literature Collection,"Published January 1, 2024",Ernest Hemingway,,0.00,0 ratings,"54 pages, Paperback",7,English,,
1029,Green Hills Of Arfica,"Published January 1, 2022",Ernest Hemingway,,0.00,0 ratings,"300 pages, Hardcover",8,,,
1030,Men Without Women: American Fiction Novel and Short Story Collection Book,"Published December 30, 2023",Ernest Hemingway,,0.00,0 ratings,"137 pages, Paperback",9,English,,
1031,AFRICAN JOURNAL,"Published January 1, 1971",Ernest Hemingway,,0.00,0 ratings,Hardcover,10,,,
1032,第五纵队 西班牙大地 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,12,,,
1033,非洲的青山 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"227 pages, Kindle Edition",13,,,
1034,Men Without Women - MP3 CD in CD jacket,"Published January 1, 2021",Ernest Hemingway,,0.00,0 ratings,MP3 CD,14,,,
1035,Men Without Women - MP3 CD in DVD case,"Published January 1, 2021",Ernest Hemingway,,0.00,0 ratings,MP3 CD,15,,,
1036,海明威短篇小说全集 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"975 pages, Kindle Edition",17,,,
1037,春潮 老人与海 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,18,,,
1038,The First Forty Nine Stories,"Published October 15, 2018",Ernest Hemingway,,0.00,0 ratings,"368 pages, Paperback",19,English,,
1039,The Sun Also Rises: The 1926 American Literary Classic,"Published July 4, 2023",Ernest Hemingway,,0.00,0 ratings,"197 pages, Paperback",20,English,,
1040,海明威诞辰120周年图文珍藏版文集(全18卷)【上海译文出品！名家名译！收录全部长、中、短篇小说和全部非虚构类纪实作品！】,"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"7041 pages, Kindle Edition",21,,,
1041,The Sun Also Rises: A Lost Generation Novel,"Published September 13, 2023",Ernest Hemingway,,0.00,0 ratings,"210 pages, Paperback",23,English,,
1042,THE FIFTH COLUMN AND FOUR UNPUBLISHED STORIES OF THE SPANISH CIVIL WAR,"Published January 1, 1969",Ernest Hemingway,,0.00,0 ratings,Hardcover,24,,,
1043,A Farewell to Arms & For Whom the Bell Tolls: World War 1&2 Novels,"Published December 21, 2023",Ernest Hemingway,,0.00,0 ratings,"902 pages, Kindle Edition",25,,,
1044,A Divine Gesture,"Published January 1, 1974",Ernest Hemingway,,0.00,0 ratings,Paperback,27,,,
1045,"Ken: The Insider's World (Magazine) Vol. 1 No. 6, June 16, 1938","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,28,,,
1046,"Green Hills of Africa by Hemingway, Ernest","Published January 1, 1954",Ernest Hemingway,,0.00,0 ratings,"294 pages, Hardcover",29,,,
1047,CUENTOS,"Published January 1, 2000",Ernest Hemingway,,0.00,0 ratings,Paperback,1,,,
1048,For Whom the Bel Tolls,"Published January 1, 1943",Ernest Hemingway,,0.00,0 ratings,Hardcover,2,,,
1049,"Prazdnik, kotory vsegda s toboi","Published January 1, 2008",Ernest Hemingway,,0.00,0 ratings,"205 pages, Paperback",3,Russian,,
1050,E sotmja është e premte : tregime,"Published January 1, 1996",Ernest Hemingway,,0.00,0 ratings,"154 pages, Paperback",4,,,
1051,"Ernest Hemingway, collection novels, short stories and poems","Published February 3, 2024",Ernest Hemingway,,0.00,0 ratings,"255 pages, Paperback",5,English,,
1052,As ilhas da corrente,"Published January 1, 1986",Ernest Hemingway,,0.00,0 ratings,"421 pages, Hardcover",6,,,
1053,Death in the Afternnoon,"Published January 1, 1953",Ernest Hemingway,,0.00,0 ratings,Hardcover,7,,,
1054,The Avon Annual 1947,"Published January 1, 1947",Ernest Hemingway,,0.00,0 ratings,Paperback,8,,,
1055,ATLANTIC,"Published January 1, 1948",Ernest Hemingway,,0.00,0 ratings,Paperback,9,,,
1056,Works by Hemingway,"Published February 1, 2024",Ernest Hemingway,,0.00,0 ratings,"747 pages, Kindle Edition",11,,,
1057,Fiesta. Starik i more,"Published January 1, 2005",Ernest Hemingway,,0.00,0 ratings,Hardcover,12,Russian,,
1058,Afrikan Vihreat Kunnaat,"Published January 1, 1960",Ernest Hemingway,,0.00,0 ratings,Hardcover,14,,,
1059,LAS NIEVES DEL KILIMANJARO,"Published January 1, 2000",Ernest Hemingway,,0.00,0 ratings,Paperback,15,,,
1060,永别了，武器 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,16,,,
1061,Starik i more Ostrova v okeane,"Published January 1, 2009",Ernest Hemingway,,0.00,0 ratings,Paperback,17,Russian,,
1062,Starik i more. Ostrova v okeane,"Published January 1, 2009",Ernest Hemingway,,0.00,0 ratings,Paperback,18,Russian,,
1063,Po kom zvonit kolokol,"Published January 1, 1989",Ernest Hemingway,,0.00,0 ratings,Hardcover,19,,,
1064,Imet i ne imet,"Published January 1, 2003",Ernest Hemingway,,0.00,0 ratings,Hardcover,20,Russian,,
1065,"Prazdnik, kotoryy vsegda s toboy","Published January 1, 2007",Ernest Hemingway,,0.00,0 ratings,Paperback,21,Russian,,
1066,The suppressed poems,"Published January 1, 2013",Ernest Hemingway,,0.00,0 ratings,Hardcover,22,English,,
1067,伊甸园 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"272 pages, Kindle Edition",23,,,
1068,乞力马扎罗的雪 (译文经典),"Published July 1, 2020",Ernest Hemingway,,0.00,0 ratings,"171 pages, Kindle Edition",24,,,
1069,"[ [ [ For Whom the Bell Tolls [ FOR WHOM THE BELL TOLLS ] By Hemingway, Ernest ( Author )May-01-2006 Compact Disc","Published January 1, 2006",Ernest Hemingway,,0.00,0 ratings,CD-ROM,25,,,
1070,Sun Also Rises,"Published January 1, 1926",Ernest Hemingway,,0.00,0 ratings,Audio Cassette,26,English,,
1071,"Old Man And The Sea, The","Published January 1, 2022",Ernest Hemingway,,0.00,0 ratings,"300 pages, Hardcover",27,,,
1072,岛在湾流中 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,29,,,
1073,老人与海【上海译文出品！一个人可以被毁灭，但不能被打败；畅销30多年，公认最权威的吴劳经典译本】 (译文经典),"Published June 1, 2009",Ernest Hemingway,,0.00,0 ratings,Kindle Edition,30,,,
1074,The Snows of Ilimanjaro and Other Stories,"Published January 1, 1961",Ernest Hemingway,,0.00,0 ratings,Paperback,1,,,
1075,Hemingway's War Novels: A Farewell to Arms & For Whom the Bell Tolls,"Published January 4, 2022",Ernest Hemingway,,0.00,0 ratings,"903 pages, Kindle Edition",3,,,
1076,"The Collected Works of Ernest Hemingway: The Old Man and the Sea, The Sun Also Rises, A Farewell to Arms, For Whom the Bell Tolls and many more","Published December 21, 2023",Ernest Hemingway,,0.00,0 ratings,"2633 pages, Kindle Edition",4,,,
1077,流动的盛宴 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"225 pages, Kindle Edition",5,,,
1078,太阳照常升起 (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"250 pages, Kindle Edition",6,,,
1079,"The next outbreak of peace in KEN, vol. 3, no. 1, January 12, 1939","Published January 1, 1938",Ernest Hemingway,,0.00,0 ratings,Paperback,7,,,
1080,"The Little Review. Final Number. Spring Number, May 1929","Published January 1, 1929",Ernest Hemingway,,0.00,0 ratings,Paperback,8,,,
1081,Œuvres romanesques.,"Published January 1, 1966",Ernest Hemingway,,0.00,0 ratings,Hardcover,9,,,
1082,Belaja ptitsa. Kalendar nastennyj na 2024 god,"Published January 1, 2023",Ernest Hemingway,,0.00,0 ratings,"28 pages, Paperback",10,,,
1083,Short Stories. 2008,"Published January 1, 2008",Ernest Hemingway,,0.00,0 ratings,Hardcover,11,,,
1084,I racconti di Nick Adams.,"Published January 1, 1973",Ernest Hemingway,,0.00,0 ratings,Hardcover,12,,,
1085,A Farewell to Arms Unabridged,"Published January 1, 1990",Ernest Hemingway,,0.00,0 ratings,Audio Cassette,13,,,
1086,MEN AT WAR: The Best War Stories of All Time,"Published January 1, 1952",Ernest Hemingway,,0.00,0 ratings,Mass Market Paperback,14,,,
1087,Fifth Column,"Published January 1, 1969",Ernest Hemingway,,0.00,0 ratings,Paperback,15,,,
1088,Death in the Afternnoon,"Published January 1, 1953",Ernest Hemingway,,0.00,0 ratings,Hardcover,16,,,
1089,"The Enduring Hemingway, an Anthology of a Lifetime in Literature","Published January 1, 1971",Ernest Hemingway,,0.00,0 ratings,Hardcover,17,,,
1090,海明威书信集（1917-1961） (海明威文集),"Published August 1, 2019",Ernest Hemingway,,0.00,0 ratings,"1341 pages, Kindle Edition",19,,,
1091,The Sun Also Rises [Japanese Edition],"Published January 1, 1900",Ernest Hemingway,,0.00,0 ratings,"354 pages, Paperback",20,,,
1092,For Who The Bell Tolls,"Published January 1, 1966",Ernest Hemingway,,0.00,0 ratings,Hardcover,21,,,
1093,PLANNER INFLUÊNCIAS POSITIVAS,"Published January 23, 2023",Ernest Hemingway,,0.00,0 ratings,Hardcover,22,Portuguese,,
1094,Enviado especial: Artículos seleccionados correspondientes a cuatro décadas,"Published January 1, 1972",Ernest Hemingway,,0.00,0 ratings,Hardcover,23,,,
1095,Raiskii sad Rasskazy raznykh let Ocherki stati,"Published January 1, 2010",Ernest Hemingway,,0.00,0 ratings,Hardcover,24,Russian,,
1096,Pobeditel ne poluchaet nichego,"Published January 1, 2009",Ernest Hemingway,,0.00,0 ratings,Paperback,25,Russian,,
1097,For Whom the Bel Tolls,"Published January 1, 1943",Ernest Hemingway,,0.00,0 ratings,Hardcover,26,,,
1098,"Prazdnik, kotory vsegda s toboi","Published January 1, 2008",Ernest Hemingway,,0.00,0 ratings,"205 pages, Paperback",27,Russian,,
1099,E sotmja është e premte : tregime,"Published January 1, 1996",Ernest Hemingway,,0.00,0 ratings,"154 pages, Paperback",28,,,
1100,"Ernest Hemingway, collection novels, short stories and poems","Published February 3, 2024",Ernest Hemingway,,0.00,0 ratings,"255 pages, Paperback",29,English,,
1101,As ilhas da corrente,"Published January 1, 1986",Ernest Hemingway,,0.00,0 ratings,"421 pages, Hardcover",30,,,
1102,GARDEN OF EDEN,"Published May 29, 2024",Ernest Hemingway,,0.00,0 ratings,"249 pages, Kindle Edition",4,English,,
1103,大双心河（外研社双语读库）,"Published April 1, 2024",Ernest Hemingway,,0.00,0 ratings,"54 pages, Kindle Edition",5,,,
1104,得了条明眼狗（外研社双语读库）,"Published April 1, 2024",Ernest Hemingway,,0.00,0 ratings,"20 pages, Kindle Edition",6,,,
1105,Three Short Stories & Ten Poems,"Published May 22, 2024",Ernest Hemingway,,0.00,0 ratings,"39 pages, Paperback",7,English,,
1106,Afrikai vadÃƒ¡sznaplÃƒ³ [Green Hills of Africa],"Published January 1, 1961",Ernest Hemingway,,0.00,0 ratings,Hardcover,8,,,
1107,The Sun Also Rises:,"Published May 19, 2024",Ernest Hemingway,,0.00,0 ratings,"239 pages, Kindle Edition",9,,,
1108,Short Stories. 1986,"Published January 1, 1986",Ernest Hemingway,,0.00,0 ratings,Hardcover,10,,,
1109,Men Without Women: American Short Story Collection & Collector’s Edition Jack Dempsey Cover,"Published January 18, 2024",Ernest Hemingway,,0.00,0 ratings,"159 pages, Kindle Edition",11,,,
